datetime,participate,Star,Fork,IssueComment,OpenIssue,ClosedIssue,PROpen,PRdeclined,PRMerged,commits,CodeAddedLines,CodeDeletedLines,PRReviewComment
2020-09-14,83,19,4,180,10,8,11,3,9,63,415,106,48
2020-09-15,64,10,2,219,10,5,20,1,8,113,925,141,32
2020-09-16,65,15,0,216,8,6,18,3,14,123,734,224,103
2020-09-17,79,16,2,332,17,8,24,6,25,173,2349,491,75
2020-09-18,72,17,2,182,9,9,18,1,9,68,1822,199,38
2020-09-19,26,9,1,24,1,0,0,1,1,4,15,1,18
2020-09-20,20,7,1,16,0,0,1,0,1,14,584,1,5
2020-09-21,64,4,1,332,11,5,8,4,22,140,2108,343,82
2020-09-22,57,8,6,201,8,8,17,4,11,146,34972,96,55
2020-09-23,59,11,1,261,11,4,22,2,9,118,642,809,42
2020-09-24,59,15,2,175,4,4,11,2,7,77,1279,51,27
2020-09-25,57,8,3,185,11,6,11,0,7,35,720,321,20
2020-09-26,18,5,1,28,1,0,3,0,2,7,670,13,5
2020-09-27,59,9,0,236,11,12,13,1,14,165,1308,422,48
2020-09-28,66,13,2,147,8,3,24,6,5,42,267,100,23
2020-09-29,78,26,5,169,5,9,11,2,11,68,2198,1182,59
2020-09-30,54,17,3,100,8,4,8,2,4,17,158,107,36
2020-10-01,23,7,3,23,4,0,3,1,1,1,5,5,12
2020-10-02,15,5,1,25,1,1,3,4,1,2,79,1,2
2020-10-03,20,9,1,125,0,0,6,2,21,81,34705,113,0
2020-10-04,14,7,1,48,0,4,5,0,7,57,253,40,6
2020-10-05,16,3,0,38,1,0,2,2,1,3,176,176,3
2020-10-06,21,9,1,18,3,0,2,0,0,0,0,0,0
2020-10-07,20,10,2,16,0,0,3,0,0,0,0,0,0
2020-10-08,15,5,1,24,0,0,1,0,0,0,0,0,2
2020-10-09,50,15,1,179,11,8,12,1,13,45,749,365,38
2020-10-10,56,12,5,87,4,1,12,5,3,39,359,88,89
2020-10-11,30,7,4,28,2,1,6,0,0,0,0,0,18
2020-10-12,67,21,4,179,4,8,11,1,11,79,47085,178,51
2020-10-13,65,14,3,161,3,10,17,1,7,58,470,106,32
2020-10-14,68,7,4,188,9,5,12,4,15,100,1397,367,51
2020-10-15,65,11,3,149,9,5,10,0,13,252,3653,613,24
2020-10-16,66,18,2,168,5,6,14,4,10,121,1289,1064,39
2020-10-17,19,5,2,19,0,0,1,0,0,0,0,0,6
2020-10-18,29,11,1,18,1,0,3,0,0,0,0,0,2
2020-10-19,56,14,3,181,9,2,11,4,9,93,3295,1100,52
2020-10-20,61,8,2,139,11,6,15,0,7,33,816,82,64
2020-10-21,62,11,3,186,9,9,17,2,11,71,5333,1804,49
2020-10-22,72,20,5,210,7,5,13,4,10,69,924,174,53
2020-10-23,69,29,3,159,5,10,13,2,9,112,627,84,30
2020-10-24,30,16,1,19,1,0,5,4,0,0,0,0,3
2020-10-25,27,9,3,22,2,0,3,0,0,0,0,0,10
2020-10-26,67,18,5,217,8,6,16,2,10,86,1865,116,45
2020-10-27,75,15,6,283,14,11,19,4,17,192,5721,1391,73
2020-10-28,72,12,2,218,8,26,12,2,13,217,1389,541,68
2020-10-29,65,15,2,118,13,6,12,0,8,42,648,105,61
2020-10-30,52,7,2,123,9,1,5,2,1,5,161,14,32
2020-10-31,23,5,2,25,0,0,3,1,1,1,1,1,11
2020-11-01,21,8,1,24,1,0,1,0,0,0,0,0,1
2020-11-02,74,10,4,204,14,8,21,12,6,69,774,455,35
2020-11-03,71,12,1,344,9,13,22,9,23,208,1426,265,57
2020-11-04,75,15,4,353,15,28,19,5,15,139,1151,372,71
2020-11-05,69,10,2,197,15,5,20,1,8,54,982,429,59
2020-11-06,66,7,6,251,13,9,17,1,12,109,873,254,49
2020-11-07,21,9,4,25,0,0,1,0,0,0,0,0,7
2020-11-08,18,5,2,19,1,1,1,1,0,0,0,0,5
2020-11-09,59,8,1,260,7,20,22,4,9,76,1530,409,13
2020-11-10,65,11,4,240,7,18,18,1,9,39,258,117,35
2020-11-11,74,18,2,361,14,18,13,5,35,218,2043,643,77
2020-11-12,87,17,6,475,5,31,30,6,33,238,2386,928,75
2020-11-13,70,14,1,334,8,19,16,3,26,159,1353,322,71
2020-11-14,24,5,2,30,0,0,1,0,0,0,0,0,1
2020-11-15,25,8,4,26,2,1,5,0,0,0,0,0,1
2020-11-16,72,15,3,257,10,18,21,3,11,86,1129,330,72
2020-11-17,99,53,4,313,6,18,18,4,20,109,2615,362,25
2020-11-18,74,44,10,73,2,8,3,1,2,14,146,7,4
2020-11-19,101,43,6,383,8,29,23,4,20,186,1758,519,34
2020-11-20,77,25,1,239,7,10,18,1,8,51,479,78,39
2020-11-21,41,16,0,81,1,2,4,0,2,15,96,20,6
2020-11-22,35,16,5,40,2,0,4,0,0,0,0,0,0
2020-11-23,95,27,8,313,11,14,31,5,15,73,441,87,32
2020-11-24,72,11,5,365,8,23,26,5,18,174,3043,2023,61
2020-11-25,86,26,1,598,10,15,28,2,42,384,3758,1726,36
2020-11-26,69,16,3,353,8,11,23,5,32,272,3875,675,42
2020-11-27,65,16,2,104,7,7,15,2,3,17,74,23,37
2020-11-28,23,6,1,26,0,1,1,0,1,54,130,6,15
2020-11-29,24,8,0,38,1,3,2,0,4,38,642,80,4
2020-11-30,64,15,2,264,11,12,29,5,21,86,1203,490,36
2020-12-01,63,9,3,321,3,23,18,3,16,59,375,80,45
2020-12-02,65,13,3,222,12,13,10,1,14,240,1335,665,71
2020-12-03,96,37,7,374,16,23,25,10,21,210,2566,313,86
2020-12-04,77,25,8,180,5,19,16,8,12,83,624,193,39
2020-12-05,22,10,1,12,1,1,0,1,0,0,0,0,2
2020-12-06,18,6,1,30,1,0,5,2,0,0,0,0,1
2020-12-07,63,14,5,197,9,20,20,3,9,70,598,227,30
2020-12-08,78,14,7,280,9,23,26,5,12,86,568,304,34
2020-12-09,68,18,0,419,10,15,30,2,20,134,2047,939,46
2020-12-10,66,11,5,280,10,24,26,2,24,249,1494,429,37
2020-12-11,65,19,3,210,14,17,15,4,17,106,1309,124,35
2020-12-12,15,8,2,5,1,7,0,1,1,5,28,18,0
2020-12-13,20,9,4,16,0,1,2,1,0,0,0,0,1
2020-12-14,66,10,6,241,59,19,25,1,11,60,605,988,44
2020-12-15,79,23,2,279,31,79,22,6,21,134,1396,505,47
2020-12-16,68,21,3,95,3,3,12,3,5,24,125,25,56
2020-12-17,77,16,1,286,6,19,20,5,13,77,837,187,79
2020-12-18,61,18,2,201,5,14,11,1,17,168,1400,321,36
2020-12-19,22,10,3,9,2,1,1,0,2,7,77,22,1
2020-12-20,22,11,1,16,0,1,4,0,0,0,0,0,5
2020-12-21,60,12,4,175,11,17,12,1,6,100,407,101,61
2020-12-22,52,8,2,295,18,15,19,1,16,113,2233,1269,64
2020-12-23,60,12,1,319,13,29,22,3,23,206,3073,556,56
2020-12-24,79,31,5,276,7,131,26,14,18,109,3362,493,41
2020-12-25,65,17,2,120,9,5,10,1,11,88,572,63,9
2020-12-26,13,6,3,4,1,0,0,0,1,16,42,4,0
2020-12-27,19,6,1,9,1,0,3,0,0,0,0,0,4
2020-12-28,45,12,3,51,4,1,10,0,2,35,1399,454,18
2020-12-29,50,6,3,156,13,11,15,0,18,75,2656,786,37
2020-12-30,51,9,1,170,8,16,22,3,17,116,1565,1631,40
2020-12-31,49,15,3,99,7,5,14,3,7,58,1127,671,11
